adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/yYQDu8yX2zZaCa1hUWD24jq3JRu.jpg,"[14, 35]",1097870,en,Dear Santa,"Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul.",150.572,/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg,2024-11-24,Dear Santa,False,6.415,295
False,/ze6Mx4QE5mQVXRYmG2flncqqle4.jpg,"[12, 14]",767,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",134.998,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,2009-07-15,Harry Potter and the Half-Blood Prince,False,7.687,19522
False,/zFsB4MB4BwVYE5tqXe9sYdCH3Vr.jpg,"[10749, 18, 35]",988078,es,A través del mar,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",159.261,/6GyzbZf1MsXfrDWTnNXrzwr6G9q.jpg,2023-06-23,Through My Window: Across the Sea,False,6.6,849
False,/bNTHSd3UqqLzIVwbDOGPnx3ScfF.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",148.2,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,2001-05-18,Shrek,False,7.744,17227
False,/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,"[53, 28, 80]",156022,en,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",140.279,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,2014-09-24,The Equalizer,False,7.283,9086
False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",129.7,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,False,8.091,20638
False,/h0TuquPlfxqe4sJSy7sUlEzaAsL.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,149.112,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,False,8.1,9535
False,/82a7AGF081PzFfoM8GAVGMvZNYK.jpg,"[12, 14]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",147.671,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,2007-07-08,Harry Potter and the Order of the Phoenix,False,7.677,19538
False,/u06SympEEMb7pLhR9W3tvydHT9L.jpg,[27],653,de,"Nosferatu, eine Symphonie des Grauens","The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock, prepares for his master to arrive at his new home.",196.161,/zv7J85D8CC9qYagAEhPM63CIG6j.jpg,1922-02-16,Nosferatu,False,7.7,2070
False,/4kszkhZ1v1PTCBy6ATbHa2Icn0r.jpg,"[18, 10749]",27066,it,L'uomo che guarda,"At a college in Rome, a professor, nicknamed ""Dodo"" is in a deep depression. His stunningly beautiful wife has just left him for another man. Dodo wants her back very badly and has erotic daydreams about her. A beautiful young student in his class asks him for a ride home and seduces the lucky man, but still he wonders about his wife and her lover.",137.096,/9gxEUC0wMw1eo8untipmOH17h48.jpg,1994-01-27,The Voyeur,False,5.5,208
False,/c5EmNhLQsTTKAyUHULnKYQjlloz.jpg,"[27, 9648]",41446,en,Scream 4,"Ten years have passed, and Sidney Prescott has put herself back together thanks to her writing. However, her return to Woodsboro sparks the return of the Ghostface Killer.",187.816,/tcrI37K98TVopLbcZBa55mWhLT1.jpg,2011-04-13,Scream 4,False,6.457,3739
False,/5mzr6JZbrqnqD8rCEvPhuCE5Fw2.jpg,"[28, 878, 27]",615656,en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,137.57,/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,2023-08-02,Meg 2: The Trench,False,6.471,3451
False,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,"[18, 10749]",370663,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,158.923,/nTGbq37hYLuNy7YgMg0gVLma0NS.jpg,2017-02-10,Below Her Mouth,False,6.82,1192
False,/nGC3ZkXEcjGbqAAonS1xn6gaNpb.jpg,"[35, 18]",1013850,en,A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,196.966,/38lb62nJcNvVgCDkFt2wiVE0bX4.jpg,2024-11-01,A Real Pain,False,7.0,76
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",152.333,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,False,7.9,22089
False,/7IGWtc6UP1vc7rAg8CRoEW1nSDf.jpg,"[16, 28, 10751, 35, 878]",979296,en,Sonic Drone Home,"Sonic, Tails, and Knuckles encounter an abandoned Badnik drone which upgraded itself using parts from a junkyard, with the intention of conquering the world.",126.839,/ifc2YN7eZeHKwaoiT0Xn8LiJCFb.jpg,2022-05-24,Sonic Drone Home,False,7.0,50
False,/wW7Wt5bXzPy4VOEE4LTIUDyDgBo.jpg,"[12, 14, 28]",22,en,Pirates of the Caribbean: The Curse of the Black Pearl,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",137.934,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.807,20716
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"[878, 28, 12]",24428,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",150.305,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,2012-04-25,The Avengers,False,7.724,30954
False,/64tinBsds1nVp4wOCgYhMbSgsRW.jpg,"[28, 18, 36]",1075676,ko,"전,란","In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",118.634,/hg9OeaCRSpazrfqYyEFr6BDaZW8.jpg,2024-10-02,Uprising,False,7.2,131
False,/vZaIAIX5XcXLsF4jRSp5x7wsRzn.jpg,"[80, 28]",783110,ko,밀수,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",133.119,/j8Jx4vpBG258jPxd4o0kOLDwTvm.jpg,2023-07-26,Smugglers,False,6.6,48
False,/u2bZhH3nTf0So0UIC1QxAqBvC07.jpg,"[16, 10751, 12, 14]",109445,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",141.142,/mmWheq3cFI4tYrZDiATOkCNTqgK.jpg,2013-11-20,Frozen,False,7.246,16581
False,/vJk9DOLgP23jO5mBnPHE93MFgYu.jpg,"[10751, 12, 14, 35]",826510,en,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",127.729,/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,2024-07-31,Harold and the Purple Crayon,False,6.9,231
False,/ySgY4jBvZ6qchrxKnBg4M8tZp8V.jpg,"[27, 53]",1111873,en,Abigail,"A group of criminals kidnap a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with no normal little girl.",129.407,/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-16,Abigail,False,6.806,1290
False,/zn13a7U9eMTJq8sHthe3bCgsVm4.jpg,"[28, 12, 14]",122917,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",156.458,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,2014-12-10,The Hobbit: The Battle of the Five Armies,False,7.324,14316
False,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,"[28, 35, 10749]",746036,en,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",165.947,/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg,2024-04-24,The Fall Guy,False,7.095,2553
False,/lxD5ak7BOoinRNehOCA85CQ8ubr.jpg,"[16, 12, 10751, 35]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",127.474,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,Toy Story,False,7.97,18472
False,/lqGqvmqHr8T2Ll8w7mzAtNshUpb.jpg,"[80, 9648, 53]",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",119.2,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.664,10456
False,/l45UqyARB3WxpYNuACjMjndpe85.jpg,"[16, 10751, 35, 14, 12, 10749]",809,en,Shrek 2,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",124.421,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,Shrek 2,False,7.283,12359
False,/g8Cy5nzvRNUnpD5RddINCwZQptd.jpg,"[10749, 18, 35]",1405170,en,Christmas in Lagos,"Romance is in the air when the beat drops for Lagos' Detty December. Fiyin is convinced her best friend Elo is the love of her life, but is shocked when he returns home for the holidays with a secret fiancée. Gbemi is torn between her boyfriend and an old flame, while London-raised Ivie seeks a wild holiday but doesn’t count on falling for Ajani.",116.485,/wiwJyJtZZbRewTGm5UrI9stI0E6.jpg,2024-12-20,Christmas in Lagos,False,0.0,0
False,/p1PLSI5Nw2krGxD7X4ulul1tDAk.jpg,"[80, 9648, 53]",807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",158.891,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,1995-09-22,Se7en,False,8.375,21152
False,/wSJHuSD7ojzoXifWjOAjxV7UpEL.jpg,"[10751, 16, 10402, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",136.97,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,Coco,False,8.207,19601
False,/bSRApHFarrUjYlsrGfi6qma9pEZ.jpg,"[28, 53]",359410,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",122.518,/lwPsIgh98Wnpvkr3svkZwlhDrfm.jpg,2024-03-08,Road House,False,7.0,2335
False,/xEPQxkqAVIXrZKQIQCKqyRHzc1t.jpg,"[16, 35, 10751, 14]",567811,en,10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",129.003,/r2D7MkNocsqKOqGnnGEQThU26JS.jpg,2024-04-18,10 Lives,False,7.9,155
False,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",133.631,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,8.399,22019
False,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"[27, 53]",420634,en,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,136.75,/fjXqhGmaeQpB73WerhrYU6HlyV5.jpg,2018-01-25,Terrifier,False,6.4,2549
False,/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg,"[28, 878, 12]",588228,en,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",125.488,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,2021-09-03,The Tomorrow War,False,7.53,3503
False,/uFvYlyWN24gxkDIaWEmMuQMYbqB.jpg,"[53, 28, 27]",1028703,en,The OctoGames,"Eight contestants compete in eight deadly, classic children's games. They seek fame beyond their wildest dreams, competing for the chance to take over the YouTube channel of the famous yet elusive masked content creator known only as ""JaxPro"".",131.231,/qGz5rffXhegQH5PGUDiObqoOt06.jpg,2022-10-07,The OctoGames,False,5.4,121
False,/cRdA9xjHBbobw4LJFsQ3j1CgpVq.jpg,"[27, 53]",663712,en,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",125.71,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,2022-10-06,Terrifier 2,False,6.8,2125
False,/24r8W0t5ZR9FYF5MvtzFeUa2gmL.jpg,"[10749, 18]",1291559,ja,余命一年の僕が、余命半年の君と出会った話。,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",144.975,/173FD4a0rpSF30z4CoWx6qdx8Ry.jpg,2024-06-26,Drawing Closer,False,8.54,125
False,/hLYH6wbi3Mgscdv2KuYcTdWGlUV.jpg,"[80, 28, 9648, 53]",824003,it,Diabolik chi sei?,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",122.554,/1DAXwi4y941ryPoGbzUlFEEiPAo.jpg,2023-11-30,Diabolik - Who Are You?,False,6.4,119
False,/igtm12Wy9EUlxFeyb4v8bRyuYSY.jpg,"[28, 80, 18, 53]",1337309,th,Bangkok Breaking: ฝ่านรกเมืองเทวดา,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.",139.624,/6VeDn4oIeUK4XwjWGWMb6qvMImQ.jpg,2024-09-26,Bangkok Breaking: Heaven and Hell,False,6.6,48
False,/8M3w9rrd7tsceWRGtdSxpzFZbxA.jpg,"[10751, 12, 16, 28]",9732,en,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",126.228,/sWR1x6UCMCGN9xEf8RGhPS934X0.jpg,1998-10-24,The Lion King II: Simba's Pride,False,6.9,4406
False,/g1z1ZvYKcmk9EnVOTYXR6vkNjkZ.jpg,"[14, 27, 28]",1087822,en,Hellboy: The Crooked Man,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",134.131,/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg,2024-08-29,Hellboy: The Crooked Man,False,5.264,324
False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",129.7,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,False,8.091,20638
False,/mXndmCbpvlqnD6po0EMfxEZcUSn.jpg,"[27, 53]",138843,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",117.679,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,2013-07-18,The Conjuring,False,7.539,11586
False,/bxwKC4qAbceMgHU1xCCTBK1eYdn.jpg,"[28, 53, 80]",5492,en,Gunner,"While on a camping trip in order to reconnect, war veteran Colonel Lee Gunner must save his two sons from a gang of violent bikers when they're kidnapped after accidentally stumbling upon to a massive drug operation.",113.063,/eEkAY5veAnwxUOOlpF62KawkFO9.jpg,2024-08-16,Gunner,False,5.333,105
False,/6YInbRTk39ckuLYFmUgBCKcKNjb.jpg,"[16, 35, 10751, 14, 10749]",976573,en,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",127.111,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,2023-06-14,Elemental,False,7.623,4575
False,/AeGgtElKvBQY9f9350fztaGLAvH.jpg,"[27, 53]",1306764,tl,Outside,"A family retreats to an isolated farm during a zombie outbreak, but years of painful secrets take a toll as they navigate their desolate world.",120.808,/sIdczpaO0XXBe6OEIL8NbWMqQrO.jpg,2024-10-17,Outside,False,6.0,116
False,/yOm993lsJyPmBodlYjgpPwBjXP9.jpg,"[35, 10751, 14]",787699,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",135.341,/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,False,7.103,3636
False,/f7dSbQy6TluyD3coN461qcHkKLj.jpg,"[12, 14, 9648, 27]",928480,en,Monster Summer,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",128.093,/zD2UZkh0DwbDEMuOKIR7jgwgulZ.jpg,2024-10-04,Monster Summer,False,6.2,49
False,/91BAmpop4AJ5Pf7E0zuQiHdSV4Q.jpg,"[16, 10751, 14]",14836,en,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",127.69,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,2009-02-05,Coraline,False,7.9,8143
False,/mbYTRO33LJAgpCMrIn9ibiWHbMH.jpg,"[35, 12]",346698,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",129.711,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,2023-07-19,Barbie,False,6.997,9330
False,/r5mue22IsLWI8OMHqq5TCko6J72.jpg,"[18, 36, 10752]",1079244,en,Bonhoeffer: Pastor. Spy. Assassin,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",178.805,/7sQUousjbOVlVj3rKuXYly19sjf.jpg,2024-11-20,Bonhoeffer: Pastor. Spy. Assassin,False,7.1,16
False,/4woSOUD0equAYzvwhWBHIJDCM88.jpg,"[53, 27, 28]",1096197,en,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,112.769,/9YTdswepVeqnZYo2Mkdn3mKNraF.jpg,2024-01-18,No Way Up,False,6.3,967
False,/j9eOeLlTGoHoM8BNUJVNyWmIvCi.jpg,"[10749, 35]",1072790,en,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",114.416,/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,2023-12-21,Anyone But You,False,6.919,2308
False,/9iw4a6AQkxUO3EuRn59Vgrqf0zO.jpg,"[18, 10402]",1038263,en,Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity and life.",121.625,/6xHKEYfrO1FpVZJJnKy5BhfWVCK.jpg,2024-11-27,Maria,False,6.9,83
False,/eFlx3fW8FHXOktGa7Tzy57RajtG.jpg,"[18, 10749]",1357459,tl,Tatsulok: Tatlo Magkasalo,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.",147.458,/zcmPxGIBxxsGVyYuzNWPCWjlQ8X.jpg,2024-10-11,Tatsulok: Tatlo Magkasalo,False,6.2,4
False,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",124.796,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,False,7.7,15645
False,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,"[28, 12, 53]",299054,en,Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",103.709,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,2023-09-15,Expend4bles,False,6.165,1565
False,/jLRtQNOwA0ul2gnRoZ0QjNwMUN1.jpg,"[28, 35, 10752]",799583,en,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",114.49,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,2024-04-18,The Ministry of Ungentlemanly Warfare,False,7.1,1263
False,/iPHsjvbFyGbeCEDC7u8Ib8U1zS6.jpg,"[35, 18]",947891,en,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",121.706,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,2024-09-13,My Old Ass,False,6.8,200
False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",121.128,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.3,3028
False,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,"[18, 53]",974950,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",127.67,/7seqaCaaXDNUHOx4DqwpoOH8pPa.jpg,2024-08-21,Emilia Pérez,False,7.896,525
False,/vfbxysLCXrvcI8NdzeQTR1Kxfky.jpg,"[18, 36, 28]",1243381,en,Mary,A miraculous conception. A merciless king. A murderous pursuit. Mary's journey to give birth to Jesus unfolds in this biblical coming-of-age epic.,113.339,/wpApuf1xky92ug8n5mP5aP7DiDy.jpg,2024-12-12,Mary,False,6.223,121
False,/iAvPwfBZFF4WuR4RPHAxfJEm97y.jpg,[18],1180634,it,Il treno dei bambini,"In late 1940s Italy, a mother makes the difficult decision to send her son to the north, where he catches glimpses of a new life away from poverty.",104.68,/kfQvaLi9P5JdyWjz0b5IhIjLCu1.jpg,2024-10-21,The Children's Train,False,7.383,162
